昵称,性别,所在地,时间,内容,点赞数,转发数,评论数,主页
是大牌不耍大牌_二条,女,北京,03月16日 00:26,":
     
      苹果手机
     
     原方法投不了的，下载qq浏览器，继续开流量，飞行模式，完全可以投 ​",0,0,5,https://weibo.cn/u/2072749770
lisa_yf,女,广东,03月16日 00:17,":
     
      #在抖音，记录美好生活#
     
     下载个铃声多多，
     
      苹果手机
     
     就可以随意切换你喜欢的手机铃声啦[开心]发一个简单的教程，希望可以帮助到你们(∩_∩)
     
      http://t.cn/RnAReWj
     
     ​",1,1,0,https://weibo.cn/u/2644600451
电商将军贺龙,男,北京,03月16日 00:08,":昨晚庆祝公司成立喝了酒，早上醒来时发现一个手机丢了，这个手机丢了两次都找回来了这次掉出租车上估计找不到了，发现丢了那会很生气，生气的不是
     
      苹果手机
     
     丢而是里面的信息重要，但过了一会就不生气了，因为下面自己公司还有很多事情要做，身上还有很多责任，目前要处理的事情很多很多，这么一想与丢手机来比就微不足道了，再说两个手机丢一个还剩一个iPhone7，到现在心情跟昨天已经无易，所以说已经发生如果不能弥补的事就要学会释怀和想通，也许接下来将会有更好的事情发生，相信美好遇见美好！现在的心里面装的全是新公司事情，当前要解决哪些、下一步要怎么走、明天要面试的员工等等，相信美好遇见美好！",0,0,4,https://weibo.cn/u/3185169775
电商将军贺龙,男,北京,03月16日 00:08,":昨晚庆祝公司成立喝了酒，早上醒来时发现一个手机丢了，这个手机丢了两次都找回来了这次掉出租车上估计找不到了，发现丢了那会很生气，生气的不是
     
      苹果手机
     
     丢而是里面的信息重要，但过了一会就不生气了，因为下面自己公司还有很多事情要做，身上还有很多责任，目前要处理的事情很多很多，这么一想与丢手机来比就微不足道了，再说两个手机丢一个还剩一个iPhone7，到现在心情跟昨天已经无易，所以说已经发生如果不能弥补的事就要学会释怀和想通，也许接下来将会有更好的事情发生，相信美好遇见美好！现在的心里面装的全是新公司事情，当前要解决哪些、下一步要怎么走、明天要面试的员工等等，相信美好遇见美好！",0,0,4,https://weibo.cn/u/3185169775
沉醉zzL,女,海外,03月16日 00:00,":估计再也不想用
     
      苹果手机
     
     了[鼓掌] ​",0,0,0,https://weibo.cn/u/1724172201
滕俊v,男,上海,03月15日 23:59,":
     
      #315晚会#
     

     谁没上上班，你最意外？
     

      苹果手机
     
     。
     
     xx幼儿园。
     
     xx…………接龙吧！ ​",0,0,0,https://weibo.cn/a813689091
我喜欢的人她姓H,男,其他,03月15日 23:59,":张全蛋又来了，这次黑的是
     
      苹果手机
     
     西安·二曲镇 我喜欢的人她姓H的秒拍视频 ​",1,0,0,https://weibo.cn/u/6226619481
风中的承诺VV,男,其他,03月15日 23:58,":更不用说那些代言了国产手机却日常使用
     
      苹果手机
     
     的明星们了！//【小米员工用iPhone 雷军：国内通病，华为员工也用】  小米员工用iPhone 雷军：国内通病，华为员工也用 ​",0,0,0,https://weibo.cn/u/5462588938
拉布鲁克,女,四川,03月15日 23:58,":“换一个全新的环境，谁知道会有什么惊喜在等着你呢？”
     

     ·
     


      苹果手机
     
     壁纸-公众号拉布鲁克- ​",4,0,0,https://weibo.cn/u/5615898032
GHauroraborealis,女,重庆,03月15日 23:39,":有被痘痘困扰的小可爱吗？
     
     苹果手机前置摄像头
     
     自己看对比吧 学生妹儿 良心种草[爱心] ​",0,0,2,https://weibo.cn/u/5041669607
百米跨栏逃跑赛女子组冠军,女,北京,03月15日 23:36,":很想知道到底是我自己的手机有问题还是大家
     
      苹果手机
     
     都出问题了？手机连着无线，总是莫名其妙掉网，本来以为是路由器的问题，但是别的手机都连的好好的，就我手机莫名掉线。 ​",1,0,1,https://weibo.cn/u/3619774420
艺彩流光Fiona,女,北京,03月15日 23:33,":向大神求助，
     
      苹果手机
     
     如何注册Facebook,注册成功的大神来指教，万分谢谢 ​",0,0,0,https://weibo.cn/u/1557954531
白菜种草推荐,男,其他,03月15日 23:29,":0点后才能拍！先领券！！！
     

      苹果手机
     
     入耳式耳机，6.8入 ​",8,4,3,https://weibo.cn/u/3171743653
彭哈哈yoyo,女,其他,03月15日 23:26,":求助广大网友，为什么有些
     
      苹果手机
     
     的微博能看到他关注的人对别人的评论啊？有人懂我说的什么嘛[笑cry]
     
     这种感觉很不爽啊，觉得被偷看了一样 ​",1,0,9,https://weibo.cn/u/5507717392
成都师范学院轶事,女,四川,03月15日 23:25,":
     
      #轶事互助小组#
     

     1、苹果手机锁屏断网怎么解决啊[悲伤]
     
     2、谁有明天rng多余的票吗[跪了] ​",5,0,15,https://weibo.cn/u/3700687004
你并不是一无所有你还有病,女,广东,03月15日 23:14,":kkk317没
     
      苹果手机
     
     人家说你穷逼 你有了人家说你装逼 这就是现在的社会。 果果爸j4m68的秒拍视频 ​",0,0,0,https://weibo.cn/234177680
秦岭二月,男,陕西,03月15日 23:11,":高速路边这么多
     
      苹果手机
     
     配件，这个车祸损失老大了吧秦岭 二月的秒拍视频 ​",12,10,9,https://weibo.cn/574183399
秀美柳州,男,广西,03月15日 23:05,":网友爆料！
     
      苹果手机
     
     运送车辆发生事故！全车烧光！一地手机碎！ 秀美柳州的秒拍视频 ​",5,0,0,https://weibo.cn/lzchihewanle
军迷论论谈,男,浙江,03月15日 23:03,":《广西玉林一大货车高速失火 事故现场遍地iPhoneX》事故现场散落各种型号的
     
      苹果手机
     
     。
     
      http://t.cn/RnApZUx
     
     ​",0,0,0,https://weibo.cn/u/5711218441
不二薛薛,女,河北,03月15日 23:01,":解锁
     
      苹果手机
     
     新功能 太有创意啦！
     
      http://t.cn/RnAN0jw
     
     ​",0,0,0,https://weibo.cn/u/5544121807
阳家的大叔,女,广东,03月15日 22:59,":最后一片自留地。
     
     去年初吧，想给手机换个铃声。可是苹果手机换铃声是很麻烦的。
     
     记得某天下班，换铃声的想法特别强烈，所以就开了电脑，查了度娘，花了三个小时琢磨来琢磨去，终于把手机铃声给换了。
     
     当时趁着印象还特别深刻，特意做了笔记。 ​",0,0,0,https://weibo.cn/u/2726143023
越野8关-老蔡,男,北京,03月15日 22:46,":
     
      #聊一毛钱的#
     
     3.15成了一卡车
     
      苹果手机
     
     的祭日。越野8关-老蔡的秒拍视频（上
     
      #秒拍#
     
     看我的最新短视频，下载秒拍->
     
      http://t.cn/RCxcYwb
     
     ） ​",2,0,2,https://weibo.cn/QLAOCAI
黄和紫,女,海外,03月15日 22:46,":一朋友家的娃小学生，就读在新泽西一个私立学校。爹在华尔街卖命，年薪三四十万刀，娃一年几万的学费负担得起。但是最近参加了娃同学的一个生日爬梯受了点刺激，那些同学的父母非富即贵，房子一年的税就得交十几万，小孩子们之间送的生日礼物都是
     
      苹果手机
     
     、iPad一类。这爹认识到有差距啊，得给娃转学。我觉得醒悟的及时，别让娃在那里面遭罪了。",0,0,6,https://weibo.cn/u/1182516002
长期耕耘数据时代,男,山东,03月15日 22:40,":小米员工用iPhone 雷军：
     
     不得不承认目前苹果手机依然是世界上最好的手机”（与董明珠对待内部员工使用手机的态度形成鲜明对比，一个尊重个人选择，一个粗暴强制）
     
     日前，有主持人在小米公司内部看到许多员工在使用iPhone手机而非自家的小米手机。对此，主持人询问了雷军的想法。对于主持人的提问，雷军首先表达了对iPhone的认可，“不得不承认目前
     
      苹果手机
     
     依然是世界上最好的手机”。同时，雷军也表达了不会限制用户的喜好的想法，即便是小米手机有一天做到了iPhone的高度，也不会强制要求员工使用小米手机。　另外，雷军指出，员工使用iPhone并不只是小米一家的现象，而是国内手机厂商的通病，像华为、OPPO等厂商的员工也会使用iPhone。要想避免这个问题，需要等到国产手机强大的时候。",1,0,0,https://weibo.cn/u/6118285396
相声小品笑不停,男,江苏,03月15日 22:40,":郭德纲调侃
     
      苹果手机
     
     的特点，于谦竟深受其害 相声小品笑不停的秒拍视频 ​",2,1,0,https://weibo.cn/u/6179910910
深圳比特空间,女,广东,03月15日 22:38,":
     
      #万融（VAC）链#
     
     俩穷兄弟听说城里有个高50层蛋糕可以免费观赏，哥哥就派弟弟拿他捡到的相机去留影，没料弟弟乘兴而去却败兴而归。哥哥询问弟弟情况，弟弟说：“那里好多人挤我，蛋糕里插的全是
     
      苹果手机
     
     ，我旁边那人的触屏手机掉进去了，我刚想拿相机照他就把那你相机给拍进蛋糕里了.......” ​",0,0,0,https://weibo.cn/u/3920850381
蜡笔兴坨是命啊,女,山东,03月15日 22:35,"
    
    即使没有
    
     苹果手机
    
    也要凑热闹
    
     ",0,0,0,https://weibo.cn/u/5734341711
心态之智,男,山东,03月15日 22:35,":
     
      苹果手机
     
     贴膜30元壳28元俩数据线25元 共83元配齐 ​",0,0,0,https://weibo.cn/u/3446172640
-嘟噜噜噜噜逗-,女,上海,03月15日 22:34,":
     
      #绿野千鹤#
     
     感觉申请主持人无望了[失望]身份认证没法打开 听说
     
      苹果手机
     
     才可以 ​",0,0,0,https://weibo.cn/Sunshine19960403
和平世界的危险人物,女,黑龙江,03月15日 22:29,":
     
      #薛之谦#
     

      #薛之谦渡thecrossing#
     

     老薛生病了……老子也心情不好……
     
     我决定抽个奖……
     
     人生第一次抽奖……
     
     不知道咋抽的……
     
     抽DSP的手机壳……是我买给自己的，结果我就没换苹果手机……
     
     还有一个是大连演唱会我带的场控应援棒，是在后援买的……后来我去现场又买了DSP的……所以这个就送掉吧……
     
     在正式抽奖之前……谁能告诉我……抽奖是咋抽的？
     
     如果有人回答我，今晚我就编辑正式的抽奖微博……
     
     要是没人回答我……我就……我就……我就哭……",25,0,15,https://weibo.cn/u/5096309467
____旒千允,男,天津,03月15日 22:27,":万一刮花了怎么办！——《她的神话》；老师说！教育局长了不起啊，但愿幸运降临到您身上、让您早日康复、小明上课玩
     
      苹果手机
     
     …… ​",0,0,0,https://weibo.cn/u/1264633022
马乙白,男,其他,03月15日 22:26,":我把
     
      苹果手机
     
     的钢化膜和背面保护膜都撕了，现在，没有其他保护工具，我反而觉得
     
      苹果手机
     
     更好用了。
     

     之前刚到手用心呵护，不忍一丁点儿磕碰，现在快寿终正寝了，反而坦然去做之前一直不敢做的事。
     

     这“破罐子破摔”的心理，是不是人人都有呢？ ​",1,0,0,https://weibo.cn/u/3837277705
宝宝是嘎嘎的小宝贝,女,上海,03月15日 22:24,":是这样的
     
      苹果手机
     
     耳机改版以后 充着电不能听歌这点让我真的很生气！只有一个孔我能干嘛！ ​",1,0,0,https://weibo.cn/u/5625741069
黑色小西装zy,女,其他,03月15日 22:15,":
     
      苹果手机
     
     照片删了，在家哪里可以找回来？ ​",0,0,0,https://weibo.cn/u/3277197520
六盘水身边事,男,贵州,03月15日 22:15,":【广西贵港一货车高速上失火 撒了一地iPhoneX [吃惊] 】北京头条榜的秒拍视频 3月15日，广昆高速贵港段一货车起火，事故现场撒满电子产品。广西高速交警十四大队民警称，车上载有多种型号
     
      苹果手机
     
     ，包括iPhoneX，无人员伤亡，道路已疏通。 ​",1,0,0,https://weibo.cn/u/5790330606
卡芒北笔够,女,新疆,03月15日 22:10,":为什么我的
     
      苹果手机
     
     下不了App呀，已经一个多星期了。
     
      @苹果全球汇
     
     ​",0,0,0,https://weibo.cn/u/2547736321
邱莉的苏苏,女,四川,03月15日 22:09,":你再说你不认识黄致列[怒骂][怒骂][怒骂]
     
     我去买苹果手机了[怒骂][怒骂][怒骂]
     
     siri一定认识黄致列[怒骂][怒骂][怒骂]
     
      @黄致列HCY
     
     ​",60,0,17,https://weibo.cn/u/2976403701
